label,count,parent,id
fpv,1,which,which/fpv
has,1,which/fpv,which/fpv/has
did,6,which/event,which/event/did
location,2,in/which,in/which/location
owns,7,who,who/owns
the,7,who/owns,who/owns/the
belongs,2,which/frequency,which/frequency/belongs
champion,2,what,what/champion
had,1,what/champion,what/champion/had
steve,2,what/did,what/did/steve
ernie,1,what/did,what/did/ernie
doctor,5,which,which/doctor
is,1,which/doctor,which/doctor/is
92,1,which,which/92
5,1,which/92,which/92/5
cars,5,how/many,how/many/cars
monarch,2,which,which/monarch
assumed,1,which/monarch,which/monarch/assumed
had,2,what/game,what/game/had
opponent,4,what/is,what/is/opponent
record,15,what/is,what/is/record
poll,5,which,which/poll
put,1,which/poll,which/poll/put
dick,1,what/is,what/is/dick
source,2,which/poll,which/poll/source
moores,1,when/was,when/was/moores
blackburn,1,when/was,when/was/blackburn
is,10,what/county,what/county/is
distance,1,which,which/distance
has,1,which/distance,which/distance/has
weight,3,what,what/weight
has,1,what/weight,what/weight/has
runner,6,which,which/runner
s,3,which/runner,which/runner/s
coverage,2,what/is,what/is/coverage
branding,1,what/is,what/is/branding
power,1,what/is,what/is/power
ben,1,where/did,where/did/ben
2,3,which/team,which/team/2
1,4,which/team,which/team/1
leg,1,which/2nd,which/2nd/leg
agg,1,what,what/agg
totals,1,what/agg,what/agg/totals
inhabitants,5,which,which/inhabitants
has,1,which/inhabitants,which/inhabitants/has
election,6,which,which/election
has,5,which/election,which/election/has
february,2,what/is,what/is/february
years,3,what/is,what/is/years
position,3,what/is,what/is/position
postition,1,what/is,what/is/postition
sport,1,which,which/sport
has,1,which/sport,which/sport/has
did,2,what/score,what/score/did
ship,1,what/is,what/is/ship
athletics,1,which,which/athletics
nickname,1,which/athletics,which/athletics/nickname
colors,1,which/school,which/school/colors
left,2,what,what/left
office,2,what/left,what/left/office
city,14,in/which,in/which/city
island,6,which,which/island
is,2,which/island,which/island/is
an,2,which/has,which/has/an
video,2,which,which/video
has,1,which/video,which/video/has
programming,1,which,which/programming
has,1,which/programming,which/programming/has
has,4,which/channel,which/channel/has
tracking,1,which,which/tracking
method,1,which/tracking,which/tracking/method
brigade,2,which,which/brigade
has,1,which/brigade,which/brigade/has
defending,1,what,what/defending
forces,1,what/defending,what/defending/forces
defending,2,which,which/defending
forces,2,which/defending,which/defending/forces
was,7,what/week,what/week/was
is,1,what/game,what/game/is
michigan,2,what/is,what/is/michigan
race,3,what/is,what/is/race
driver,2,what/is,what/is/driver
studio,4,which,which/studio
grossed,1,which/studio,which/studio/grossed
qual,3,what/is,what/is/qual
name,4,what/is,what/is/name
best,2,what/is,what/is/best
ship,10,which,which/ship
had,3,which/ship,which/ship/had
was,1,which/ship,which/ship/was
date,15,what/is,what/is/date
career,2,what/is,what/is/career
nationality,1,what/is,what/is/nationality
in,1,which/round,which/round/in
day,1,where/did,where/did/day
is,2,which/title,which/title/is
network,10,which,which/network
had,2,which/network,which/network/had
aired,1,which/network,which/network/aired
telebooms,1,which,which/telebooms
have,1,which/telebooms,which/telebooms/have
platforms,1,which,which/platforms
have,1,which/platforms,which/platforms/have
tankers,1,which,which/tankers
have,1,which/tankers,which/tankers/have
pumpers,1,how/many,how/many/pumpers
mwehl,1,which,which/mwehl
team,1,which/mwehl,which/mwehl/team
a,4,what/as,what/as/a
for,2,what,what/for
the,2,what/for,what/for/the
role,134,what,what/role
has,1,what/role,what/role/has
had,4,what/driver,what/driver/had
his,3,when/was,when/was/his
ages,2,which,which/ages
have,2,which/ages,which/ages/have
ofsted,1,which,which/ofsted
has,1,which/ofsted,which/ofsted/has
capacity,1,which,which/capacity
has,1,which/capacity,which/capacity/has
crowd,3,when/the,when/the/crowd
ground,1,what,what/ground
had,1,what/ground,what/ground/had
grid,1,when/did,when/did/grid
had,5,what/tournament,what/tournament/had
had,14,what/year,what/year/had
round1,1,what/is,what/is/round1
round2,1,what/is,what/is/round2
years,1,what/are,what/are/years
lost,1,which/player,which/player/lost
lanes,5,how/many,how/many/lanes
discipline,1,in/which,in/which/discipline
event,1,is/the,is/the/event
even,1,what/race,what/race/even
a,1,what/has,what/has/a
semifinalist,1,which,which/semifinalist
has,1,which/semifinalist,which/semifinalist/has
finalist,2,which,which/finalist
has,2,which/finalist,which/finalist/has
semifinalists,1,which,which/semifinalists
have,1,which/semifinalists,which/semifinalists/have
has,1,which/drawn,which/drawn/has
for,1,which/points,which/points/for
against,1,which/points,which/points/against
tries,2,which,which/tries
against,2,which/tries,which/tries/against
won,1,what/country,what/country/won
over,1,who/played,who/played/over
had,1,what/episode,what/episode/had
event,1,what/is,what/is/event
etymology,1,what,what/etymology
ranked,1,what/etymology,what/etymology/ranked
games,1,how/few,how/few/games
is,2,what/label,what/label/is
episode,1,what/the,what/the/episode
was,4,what/title,what/title/was
broadcasted,1,which/network,which/network/broadcasted
john,3,when,when/john
harkes,1,when/john,when/john/harkes
pregame,1,who/does,who/does/pregame
train,1,where/is,where/is/train
train,2,what,what/train
arrives,1,what/train,what/train/arrives
programs,3,what,what/programs
are,1,what/programs,what/programs/are
were,2,when/there,when/there/were
runs,1,who/has,who/has/runs
venue,1,which/has,which/has/venue
session,1,which,which/session
had,1,which/session,which/session/had
had,1,which/championship,which/championship/had
lee,3,what/was,what/was/lee
s,1,what/frequency,what/frequency/s
fm,1,what/is,what/is/fm
finals,1,which,which/finals
has,1,which/finals,which/finals/has
season,1,which/pre,which/pre/season
was,1,which/score,which/score/was
goals,1,when/the,when/the/goals
were,5,what/year,what/year/were
from,1,what/player,what/player/from
under,1,what,what/under
country,1,what/under,what/under/country
fis,1,when/the,when/the/fis
teh,1,what/was,what/was/teh
release,6,which,which/release
date,4,which/release,which/release/date
payment,2,which,which/payment
has,2,which/payment,which/payment/has
against,3,who/played,who/played/against
championship,2,what/is,what/is/championship
opponents,3,what/is,what/is/opponents
outcome,2,what/is,what/is/outcome
iwas,1,what,what/iwas
the,1,what/iwas,what/iwas/the
was,6,which/week,which/week/was
from,1,what/is,what/is/from
4zr,1,what/is,what/is/4zr
does,1,what/band,what/band/does
band,1,in/what,in/what/band
1989,1,is/the,is/the/1989
in,1,what/result,what/result/in
totals,8,how/many,how/many/totals
busan,1,what/is,what/is/busan
had,1,which/rank,which/rank/had
wicket,1,what,what/wicket
were,1,what/wicket,what/wicket/were
batting,4,what,what/batting
team,2,what/batting,what/batting/team
batting,1,which,which/batting
team,1,which/batting,which/batting/team
fielding,1,which,which/fielding
team,1,which/fielding,which/fielding/team
manufacturer,3,what,what/manufacturer
made,2,what/manufacturer,what/manufacturer/made
raymond,2,what/was,what/was/raymond
iata,2,what/is,what/is/iata
airport,1,what/is,what/is/airport
city,4,what/is,what/is/city
had,3,which/college,which/college/had
ralph,1,what/was,what/was/ralph
to,3,what/is,what/is/to
multiplier,1,which,which/multiplier
has,1,which/multiplier,which/multiplier/has
l2,1,which,which/l2
cache,1,which/l2,which/l2/cache
front,1,which,which/front
side,1,which/front,which/front/side
has,2,which/ship,which/ship/has
tdb,1,when/did,when/did/tdb
returned,1,which,which/returned
on,1,which/returned,which/returned/on
was,1,which/opponent,which/opponent/was
former,3,which,which/former
team,1,which/former,which/former/team
had,1,what/pick,what/pick/had
chris,2,what/is,what/is/chris
calvin,1,where/did,where/did/calvin
release,2,what/is,what/is/release
doctor,1,what/is,what/is/doctor
viewers,1,what/is,what/is/viewers
sydney,1,when/did,when/did/sydney
was,1,which/name,which/name/was
for,5,what/example,what/example/for
had,1,what/stadium,what/stadium/had
has,2,which/overall,which/overall/has
raymond,1,what/is,what/is/raymond
is,1,which/money,which/money/is
spain,1,what/was,what/was/spain
result,1,what/is,what/is/result
thomas,1,when,when/thomas
clayton,1,when/thomas,when/thomas/clayton
round,2,in/which,in/which/round
ground,2,which,which/ground
ground,1,when/the,when/the/ground
placed,3,which/country,which/country/placed
tim,2,how/did,how/did/tim
placed,1,which/player,which/player/placed
match,1,when/the,when/the/match
has,2,which/studio,which/studio/has
has,1,which/director,which/director/has
gross,1,which,which/gross
has,1,which/gross,which/gross/has
side,3,which,which/side
has,3,which/side,which/side/has
celestino,1,where/did,where/did/celestino
doug,1,what/is,what/is/doug
ben,2,what/was,what/was/ben
tommy,1,what/is,what/is/tommy
had,2,what/place,what/place/had
2,7,which,which/2
3,2,which/2,which/2/3
verb,1,which,which/verb
has,1,which/verb,which/verb/has
f,1,which/3,which/3/f
f,1,which/2,which/2/f
tournament,3,in/which,in/which/tournament
has,4,what/status,what/status/has
runner,1,where/is,where/is/runner
wilson,1,who/did,who/did/wilson
meet,2,which,which/meet
has,2,which/meet,which/meet/has
lifetime,1,which,which/lifetime
has,1,which/lifetime,which/lifetime/has
has,1,what/capital,what/capital/has
pinyin,2,which,which/pinyin
has,2,which/pinyin,which/pinyin/has
taipei,1,what/is,what/is/taipei
diego,1,what/was,what/was/diego
no,5,who/was,who/was/no
method,1,what/is,what/is/method
votes,1,which,which/votes
has,1,which/votes,which/votes/has
has,3,which/candidate,which/candidate/has
are,2,who/is,who/is/are
i,2,what,what/i
the,2,what/i,what/i/the
has,1,what/number,what/number/has
had,3,what/player,what/player/had
andy,1,is,is/andy
bean,1,is/andy,is/andy/bean
iceland,1,when,when/iceland
gets,1,when/iceland,when/iceland/gets
medals,12,how/many,how/many/medals
no,1,which/tie,which/tie/no
val,1,what/is,what/is/val
is,2,what/state,what/state/is
overall,1,when/the,when/the/overall
set,5,who,who/set
the,3,who/set,who/set/the
nac,1,where/is,where/is/nac
manager,1,is/a,is/a/manager
manager,4,which,which/manager
sponsor,1,which/manager,which/manager/sponsor
kit,2,which,which/kit
maker,1,which/kit,which/kit/maker
height,1,what/is,what/is/height
buck,1,what/was,what/was/buck
is,5,which/venue,which/venue/is
is,2,which/season,which/season/is
has,1,what/conference,what/conference/has
has,2,what/series,what/series/has
has,1,which/margin,which/margin/has
work,9,what,what/work
was,2,what/work,what/work/was
had,1,what/opponent,what/opponent/had
gold,2,how/much,how/much/gold
bronze,1,how/much,how/much/bronze
venue,2,what/is,what/is/venue
articulatory,1,which,which/articulatory
class,1,which/articulatory,which/articulatory/class
non,4,which,which/non
stop,1,which/non,which/non/stop
articulatory,2,is/the,is/the/articulatory
aspirated,1,which,which/aspirated
stop,1,which/aspirated,which/aspirated/stop
non,1,is/the,is/the/non
moe,1,what/was,what/was/moe
population,3,which/total,which/total/population
challenge,1,which,which/challenge
loser,1,which/challenge,which/challenge/loser
has,3,which/episode,which/episode/has
has,3,what/event,what/event/has
had,2,what/event,what/event/had
was,4,what/event,what/event/was
did,5,what/game,what/game/did
high,7,how,how/high
is,1,how/high,how/high/is
k,1,what/s,what/s/k
site,3,what/is,what/is/site
hame,1,what,what/hame
has,1,what/hame,what/hame/has
round,1,how/many,how/many/round
has,2,which/label,which/label/has
catalog,2,which,which/catalog
has,1,which/catalog,which/catalog/has
s,2,what/player,what/player/s
kirk,1,what/is,what/is/kirk
at,1,which/position,which/position/at
all,3,which,which/all
games,2,which/all,which/all/games
nonconference,1,how/many,how/many/nonconference
69,1,who/scored,who/scored/69
was,3,what/name,what/name/was
completed,1,what/name,what/name/completed
cerclis,1,what,what/cerclis
id,1,what/cerclis,what/cerclis/id
political,9,which,which/political
party,7,which/political,which/political/party
born,1,which,which/born
died,1,which/born,which/born/died
end,1,which/term,which/term/end
tie,4,what/is,what/is/tie
home,9,what/is,what/is/home
ws,1,what,what/ws
the,1,what/ws,what/ws/the
airport,1,is/the,is/the/airport
victoria,1,what/was,what/was/victoria
tom,1,when,when/tom
purtzer,1,when/tom,when/tom/purtzer
to,3,what,what/to
par,3,what/to,what/to/par
before,1,what/year,what/year/before
leader,1,which,which/leader
has,1,which/leader,which/leader/has
club,1,what/is,what/is/club
appearances,1,what/is,what/is/appearances
2009,5,what,what/2009
has,5,what/2009,what/2009/has
2001,1,what,what/2001
has,1,what/2001,what/2001/has
2010,3,what,what/2010
has,1,what/2010,what/2010/has
jerry,1,where/did,where/did/jerry
operates,1,what/team,what/team/operates
lenth,1,what/is,what/is/lenth
held,1,which/week,which/week/held
has,5,which/language,which/language/has
detective,1,what/is,what/is/detective
gary,1,what/is,what/is/gary
gunfire,1,what/is,what/is/gunfire
lijsttrekker,2,what/is,what/is/lijsttrekker
fractievoorzitter,1,what/is,what/is/fractievoorzitter
cabinet,2,what/is,what/is/cabinet
with,1,which/college,which/college/with
at,1,is/the,is/the/at
streak,1,what/current,what/current/streak
last,1,is/the,is/the/last
fuzzy,1,what/was,what/was/fuzzy
miller,1,where/is,where/is/miller
craig,1,what/was,what/was/craig
d,1,what/total,what/total/d
was,2,which/title,which/title/was
has,2,which/artist,which/artist/has
to,1,is/the,is/the/to
that,1,what/date,what/date/that
in,8,who/is,who/is/in
icb,2,which,which/icb
sector,2,which/icb,which/icb/sector
fa,2,which,which/fa
cup,2,which/fa,which/fa/cup
cup,2,which/league,which/league/cup
reading,1,when/did,when/did/reading
rider,1,what/is,what/is/rider
semi,1,which,which/semi
finalists,1,which/semi,which/semi/finalists
prize,3,what/is,what/is/prize
3rd,1,what/is,what/is/3rd
left,1,what/is,what/is/left
quantity,1,what/is,what/is/quantity
fleet,2,what/is,what/is/fleet
or,1,what/year,what/year/or
who,4,which/doctor,which/doctor/who
