Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Business and Economic,0.4498,Culture,0.3786,Society,0.3256,"8 hours, the day",fathers who had not worked at all during the day or mothers who had worked at a paid job for 8 hours or more during the day?
Culture,0.6086,Business and Economic,0.4934,Science and Technology,0.4674,415.0,415.0
Culture,0.6938,Science and Technology,0.5399,Business and Economic,0.5252,58.0,58.0
Society,0.1338,Political,0.0239,Culture,0.0019,,from policing to courts and through to corrections.
Culture,0.7132,Science and Technology,0.5201,Business and Economic,0.5151,,51
Society,0.1892,Culture,0.1223,Environmental,0.0681,,what's the percentage of those came back into contact with police for a new offence.
Science and Technology,0.2223,Society,0.2201,Culture,0.1589,first,what's the percentage of those had a re-contact with police for a new offence after the completion of their first pathway.
Science and Technology,0.6771,Healthcare and Medicine,0.5932,Business and Economic,0.5002,,what's the percentage of those had 5 or more re-contacts with the system.
Science and Technology,0.0535,Education,0.048,Culture,0.037,,what's the coefficient relationship between youth and adult.
Society,0.0631,Warfare and Conflict,0.0463,Political,0.0214,,what's the percentage of those had 5 or more re-contacts with police by the end of the study period.
Society,0.0757,Warfare and Conflict,0.0373,Political,0.0177,,what's the percentage of those who had 5 or more re-contacts with police.
Culture,0.614,Business and Economic,0.5146,Warfare and Conflict,0.4355,5255.0,5255.0
Culture,0.6923,Business and Economic,0.5462,Science and Technology,0.5181,1440.0,1440.0
Culture,0.6418,Business and Economic,0.5176,Science and Technology,0.4812,26429.0,26429.0
Culture,0.5244,Business and Economic,0.4083,Healthcare and Medicine,0.3456,5595.1,5595.1
Culture,0.6374,Science and Technology,0.4815,Business and Economic,0.4799,112.0,112.0
Culture,0.6841,Science and Technology,0.5318,Society,0.5314,63.0,63.0
Culture,0.6814,Business and Economic,0.5353,Society,0.5202,88.0,88.0
Culture,0.8336,Business and Economic,0.5873,Sports,0.3339,,leicester city
Business and Economic,0.6244,Science and Technology,0.4745,Society,0.4542,,what was the percent reported receiving some form of financial support?
Society,0.6124,Business and Economic,0.4383,Healthcare and Medicine,0.2189,less than 10 minutes,what was the percent of those who lived less than 10 minutes away by car?
Society,0.5949,Business and Economic,0.3853,Culture,0.2613,between 10 and 29 minutes,what was the percent of those who lived between 10 and 29 minutes away by car?
Culture,0.6801,Science and Technology,0.5315,Business and Economic,0.5284,59.0,59.0
Culture,0.6731,Society,0.5253,Business and Economic,0.5209,73.0,73.0
Culture,0.6759,Science and Technology,0.5303,Business and Economic,0.5091,34.0,34.0
Culture,0.6859,Science and Technology,0.5717,Business and Economic,0.5599,25.0,25.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.7026,Business and Economic,0.556,Science and Technology,0.5545,40.0,40.0
Culture,0.6859,Science and Technology,0.5717,Business and Economic,0.5599,25.0,25.0
Culture,0.7018,Science and Technology,0.5885,Business and Economic,0.5425,24.0,24.0
Culture,0.6839,Science and Technology,0.5138,Society,0.5123,29.0,29.0
Education,0.7411,Science and Technology,0.5889,Business and Economic,0.5811,,what was their probability of having a university degree?
Culture,0.69,Society,0.5275,Business and Economic,0.5025,0.4,0.4
Culture,0.4175,Society,0.1792,Political,0.1412,"canadian, 000, 2017",000 population of canadian people in 2017?
Culture,0.6494,Business and Economic,0.4907,Science and Technology,0.4757,215.0,215.0
Culture,0.6326,Business and Economic,0.5128,Science and Technology,0.4729,529.0,529.0
Culture,0.6613,Science and Technology,0.5363,Business and Economic,0.523,20.0,20.0
Culture,0.6743,Society,0.4795,Art,0.4657,55.45,55.45
Warfare and Conflict,0.4844,Society,0.0391,Political,0.0157,british columbia,how many gang-related homicides that occurred in british columbia?
Warfare and Conflict,0.1447,Society,0.0063,Culture,0.0047,,what was the percent of homicides were gang-related?
Warfare and Conflict,0.1447,Society,0.0063,Culture,0.0047,,what was the percent of homicides were gang-related?
Warfare and Conflict,0.1047,Society,0.0624,Political,0.0287,"toronto, five",how many victioms did firearm-related homicides predominantly occurr in the five largest cmas of toronto?
Warfare and Conflict,0.1454,Society,0.1229,Culture,0.0814,,how many victims did firearm-related homicides predominantly occurr in the cmas of vancouver?
Society,0.1077,Warfare and Conflict,0.0834,Culture,0.0593,,how many victims did firearm-related homicides predominantly occurr in the cmas of edmonton?
Warfare and Conflict,0.0758,Society,0.0593,Culture,0.025,,how many victims did firearm-related homicides predominantly occurr in the cmas of montreal?
Warfare and Conflict,0.1037,Society,0.0921,Culture,0.0537,calgary,how many victims did firearm-related homicides predominantly occurr in the cmas of calgary?
Society,0.1886,Warfare and Conflict,0.1108,Culture,0.017,"toronto, 2016, 2017",how many more homicides committed with a firearm in toronto in 2017 than in 2016?
Culture,0.6465,Business and Economic,0.5377,Science and Technology,0.4764,,-7.0
Culture,0.6317,Business and Economic,0.5285,Science and Technology,0.4909,,-5.0
Culture,0.6317,Business and Economic,0.5285,Science and Technology,0.4909,,-5.0
Culture,0.6817,Business and Economic,0.5412,Science and Technology,0.5243,38.0,38.0
Culture,0.6975,Science and Technology,0.6226,Business and Economic,0.5825,32.3,32.3
Culture,0.6783,Science and Technology,0.5263,Business and Economic,0.5096,26.8,26.8
Culture,0.6543,Science and Technology,0.5073,Business and Economic,0.4977,33.0,33.0
Science and Technology,0.9683,Education,0.8473,Healthcare and Medicine,0.5717,2016,how many percent did federally funded r&d at universities increase in fy 2016?
Science and Technology,0.9669,Education,0.8411,Healthcare and Medicine,0.5109,"many million dollars, 2016",how many million dollars did federally funded r&d at universities increase in fy 2016?
Science and Technology,0.9909,Healthcare and Medicine,0.6674,Warfare and Conflict,0.3205,,how many percent of total r&d expenditures was federally funded expenditures?
Science and Technology,0.9909,Healthcare and Medicine,0.6674,Warfare and Conflict,0.3205,,how many percent of total r&d expenditures was federally funded expenditures?
Business and Economic,0.6468,Culture,0.5921,Healthcare and Medicine,0.5701,2016,how many percent in total rising in fy 2016?
Business and Economic,0.7335,Culture,0.6016,Society,0.4762,"many million dollars, 2016",how many million dollars in total rising to in fy 2016?
Culture,0.2417,Healthcare and Medicine,0.2031,Society,0.1892,,nonprofit organizations
Culture,0.3835,Political,0.3626,Art,0.3065,astana,astana
Culture,0.7118,Society,0.6102,Science and Technology,0.6044,2014.0,2014.0
Society,0.7562,Culture,0.6849,Education,0.2271,"french, 2016, english",what the percent of people were bilingual in english and french in 2016?
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Culture,0.7203,Science and Technology,0.5867,Business and Economic,0.5757,12.6,12.6
Culture,0.8166,Education,0.7646,Society,0.7322,"french, 2016, english",what was the percent of children and youth with english as a mother tongue were bilingual in english and french in 2016?
Culture,0.6679,Society,0.64,Healthcare and Medicine,0.1983,french,what was the percent of their counterparts with french as a mother tongue?
Society,0.5684,Culture,0.4364,Healthcare and Medicine,0.177,"french, english",what was the percent of those with a mother tongue other than english or french?
Culture,0.6807,Education,0.6009,Society,0.564,"french, 2016, english",what was the predicted probability of being bilingual in english and french in 2016 for children and youth with french as a mother tongue?
Culture,0.7127,Education,0.6006,Society,0.575,"french, 2016, english",what was the predicted probability of being bilingual in english and french in 2016 was higher for children and youth with english as a mother tongue?
Culture,0.694,Society,0.529,Science and Technology,0.5234,72.7,72.7
Culture,0.6838,Business and Economic,0.4977,Society,0.4874,47.5,47.5
Culture,0.699,Business and Economic,0.5602,Science and Technology,0.551,95.6,95.6
Culture,0.6005,Science and Technology,0.3874,Healthcare and Medicine,0.3776,5.6,5.6
Education,0.966,Science and Technology,0.5474,Business and Economic,0.3767,,private high school
Education,0.966,Science and Technology,0.5474,Business and Economic,0.3767,,private high school
Education,0.8868,Culture,0.0677,Political,0.0596,,public schools or private schools?
Education,0.8868,Culture,0.0677,Political,0.0596,,public schools or private schools?
Education,0.8868,Culture,0.0677,Political,0.0596,,public schools or private schools?
Education,0.8922,Culture,0.2512,Science and Technology,0.2319,,in private schools or public schools?
Culture,0.6099,Healthcare and Medicine,0.5075,Political,0.4921,,?
Culture,0.6099,Healthcare and Medicine,0.5075,Political,0.4921,,?
Education,0.7443,Science and Technology,0.532,Business and Economic,0.5197,,what was the percent of students had peers with a university-educated parent?
Education,0.7443,Science and Technology,0.532,Business and Economic,0.5197,,what was the percent of students had peers with a university-educated parent?
Culture,0.5848,Business and Economic,0.4498,Society,0.4456,0.559,0.559
Culture,0.6104,Business and Economic,0.4734,Society,0.454,0.484,0.484
Culture,0.6193,Society,0.4745,Warfare and Conflict,0.426,0.223,0.223
Culture,0.5823,Society,0.4369,Business and Economic,0.4328,0.159,0.159
Education,0.8417,Culture,0.4228,Science and Technology,0.3974,,how many log points did private school students outperform their public school counterparts?
Education,0.8995,Science and Technology,0.3101,Culture,0.2856,,what was the percent of private school students had graduated from high school?
Political,0.5861,Environmental,0.515,Culture,0.4929,,their contribution was negative?
Science and Technology,0.8743,Business and Economic,0.586,Healthcare and Medicine,0.4688,2016,which fields did r&d expenditures see the largest growth in fy 2016?
Culture,0.7118,Business and Economic,0.5272,Society,0.5269,6:57.29,6:57.29 or
Warfare and Conflict,0.8352,Political,0.0812,Sports,0.0474,,wolves
Education,0.7704,Business and Economic,0.5748,Society,0.4866,,what was the employment rate of women with a high school diploma?
Education,0.8134,Business and Economic,0.6906,Science and Technology,0.6624,,what was the employment rate of women with a university degree?
Culture,0.6642,Science and Technology,0.4989,Business and Economic,0.4972,81.9,81.9
Culture,0.6751,Business and Economic,0.4937,Science and Technology,0.4884,89.9,89.9
Healthcare and Medicine,0.5596,Business and Economic,0.4173,Culture,0.3895,,what was the difference of them?
Culture,0.5935,Media and Entertainment,0.2475,Healthcare and Medicine,0.232,,women
Culture,0.7116,Science and Technology,0.6253,Society,0.6212,2015.0,2015.0
Culture,0.7255,Science and Technology,0.5954,Business and Economic,0.5754,56.1,56.1
Culture,0.7314,Science and Technology,0.641,Business and Economic,0.6355,59.2,59.2
Culture,0.6428,Business and Economic,0.393,Society,0.3785,"2015, 1987",1987 or 2015?
Culture,0.7485,Science and Technology,0.6337,Business and Economic,0.6281,17.1,17.1
Culture,0.6996,Business and Economic,0.5673,Science and Technology,0.5452,15.7,15.7
Culture,0.6017,Society,0.3407,Business and Economic,0.3369,"2015, 1987",2015 or 1987?
Culture,0.4695,Healthcare and Medicine,0.2865,Science and Technology,0.2844,35.37,35.37
Culture,0.6066,Business and Economic,0.413,Society,0.3749,39.85,39.85
Culture,0.7481,Science and Technology,0.5959,Business and Economic,0.5888,4.48,4.48
Culture,0.728,Science and Technology,0.6255,Business and Economic,0.6015,25.11,25.11
Culture,0.6186,Business and Economic,0.3989,Science and Technology,0.3881,29.76,29.76
Culture,0.4835,Business and Economic,0.4377,Science and Technology,0.425,,how many percent of increase?
Business and Economic,0.6248,Healthcare and Medicine,0.3563,Culture,0.2445,many billion dollars,how many billion dollars of a increase?
Culture,0.5972,Business and Economic,0.484,Science and Technology,0.4817,266.0,266.0
Culture,0.7542,Society,0.7033,Science and Technology,0.6704,1983.0,1983.0
Culture,0.122,Art,0.1041,Food and Beverage,0.0838,,river plate
Culture,0.6227,Business and Economic,0.4884,Science and Technology,0.469,506.0>\,<506.0>\
Culture,0.6802,Business and Economic,0.5739,Science and Technology,0.5034,158.0,158.0
Business and Economic,0.4113,Culture,0.4078,Political,0.2186,stockport county,stockport county
Culture,0.7522,Science and Technology,0.6252,Business and Economic,0.5953,14.0,14.0
Culture,0.7011,Society,0.4969,Business and Economic,0.4876,4:13.08,4:13.08
Culture,0.7485,Science and Technology,0.6337,Business and Economic,0.6281,17.1,17.1
Culture,0.632,Business and Economic,0.5379,Science and Technology,0.4943,3.7,3.7
Culture,0.706,Business and Economic,0.6322,Science and Technology,0.6009,7.2,7.2
Culture,0.7133,Business and Economic,0.5844,Science and Technology,0.5649,9.5,9.5
Culture,0.7311,Science and Technology,0.5591,Business and Economic,0.5457,13.6,13.6
Science and Technology,0.3253,Society,0.0024,Business and Economic,0.0011,,how many percent of a greater focus on engineering?
