Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Media and Entertainment,0.9186,Culture,0.6428,Art,0.3861,"Best First Feature Film, the César Awards",Benyamina won Best First Feature Film and was nominated for Best Director and Best Original Screenplay at the César Awards.
Culture,0.7944,Society,0.6779,Science and Technology,0.6092,"first, 1:52:59.8, two",with both the first two recording times of 1:52:59.8.
Culture,0.5771,Science and Technology,0.4344,Business and Economic,0.3763,"Iowa, Corning",Iowa and also in Corning.
Culture,0.5265,Business and Economic,0.3925,Healthcare and Medicine,0.3874,"33.4%, 841",841 applicants by 33.4%.
Warfare and Conflict,0.7998,Sports,0.7636,Art,0.2829,"615, 541, 175, Jacobs, 231",Golovkin landed 231 of 615 punches which was more than Jacobs's 175 of 541.
Culture,0.6099,Business and Economic,0.4857,Warfare and Conflict,0.462,513\,513\
Culture,0.9124,Business and Economic,0.5797,Sports,0.5553,"Australia, 136, 426",Australia had 426 and recorded a lead of 136.
Science and Technology,0.394,Society,0.2545,Healthcare and Medicine,0.2385,2940,Laser resurfacing is usually done with a 2940 nm Er:YAG laser or a 10\
Sports,0.3289,Culture,0.137,Warfare and Conflict,0.0574,"BMW 318i, Schnitzer Motorsport, Winkelhock",while Winkelhock drove a BMW 318i for Schnitzer Motorsport.
Society,0.2557,Culture,0.1534,Business and Economic,0.0888,"Taiwan, April 20th, 276, 7.0",276 died because of a 7.0 magnitude quake in Taiwan on April 20th.
Business and Economic,0.3277,Culture,0.3001,Sports,0.2587,"220, 235",the Ford Modular V8 had 220 and 235 hp of output.
Business and Economic,0.7399,Media and Entertainment,0.113,Sports,0.0922,Oregon,Oregon Express\
Media and Entertainment,0.9527,Culture,0.6453,Art,0.3566,"Best Cinematography, Jerónimo Rodríguez García, Best Supporting Actress, Tiaré Scanda, Estar",Tiaré Scanda won Best Supporting Actress and Jerónimo Rodríguez García won Best Cinematography for Estar o No Estar.
Sports,0.9751,Political,0.2291,Media and Entertainment,0.1194,1:14.39,Passion won with a record of 1:14.39 the Alywow Stakes.
Media and Entertainment,0.9152,Culture,0.4466,Warfare and Conflict,0.1907,"1953\, two, Joni James', Billboard",Joni James' version reached number two on Billboard's Most Played in Jukeboxes in 1953\
Political,0.5866,Culture,0.5843,Society,0.5085,"Malaysian, Indonesia, Syed Munshe, Afdzaruddin Hassan, Zahrain Mohamed Hashim",Syed Munshe Afdzaruddin Hassan was replaced by Zahrain Mohamed Hashim as the Malaysian ambassador to Indonesia.
Culture,0.6749,Science and Technology,0.6326,Society,0.6037,2017\,In 2017\
Art,0.6074,Political,0.5156,Business and Economic,0.4554,the Farmers Creditor's,namely the Farmers Creditor's Arrangement Act\
Sports,0.6179,Culture,0.4522,Society,0.4504,"412, first",creating a 412 first innings lead.
Warfare and Conflict,0.6972,Culture,0.5297,Art,0.5122,"433, October 1945, 424",Nos. 424 and 433 Squadrons were disbanded in October 1945.
Art,0.1919,Warfare and Conflict,0.0644,Business and Economic,0.0588,"Hatfield Moors, 4w+4w CHL-60",Thorne and Hatfield Moors most recently built class 4w+4w CHL-60G locomotives\
Sports,0.9124,Culture,0.7174,Art,0.3729,"Minnesota, Syracuse, 223–188",while Minnesota outgained Syracuse 223–188 in passing yards.
Culture,0.812,Sports,0.8043,Science and Technology,0.405,"second, Stephen Kwelio Chemlany, 2:09:50, Kimaiyo, 2:07.55 hours, third",Stephen Kwelio Chemlany finished in second place with a time of 2:07.55 hours and Kimaiyo was third to cross the line in 2:09:50 hours\
Media and Entertainment,0.9499,Culture,0.0401,Political,0.0207,"Contact, 1997, 2003, Peter Pan",co-writer for the film Contact (1997) and co-adapted Peter Pan (2003).
Political,0.7344,Culture,0.5445,Society,0.4482,100%,the formation was approved by 100% of voters\
Science and Technology,0.1983,Business and Economic,0.1034,Warfare and Conflict,0.0917,,both of the Sveabord shipyard\
Art,0.6425,Science and Technology,0.2002,Media and Entertainment,0.1786,AC MK II,AC MK II Classic\
Culture,0.6426,Business and Economic,0.5506,Society,0.4664,285–6\,285–6\
Culture,0.72,Science and Technology,0.6451,Society,0.6415,2013\,In 2013\
Sports,0.9479,Culture,0.1335,Society,0.1115,"2000, 2010, Cameroonian, Jean Marc Ndjofang, African",Jean Marc Ndjofang is a Cameroonian draughts player and was the African champion in 2000 and 2010.
Culture,0.7865,Society,0.7744,Art,0.5808,"between 1838 and 1842, second",and the second between 1838 and 1842.
Business and Economic,0.4532,Culture,0.2482,Society,0.0779,"1 million, Bosnia, Herzegovina",Bosnia and Herzegovina surpassed 1 million arrivals.
Culture,0.2609,Environmental,0.2319,Art,0.1224,"Consultatio Tower, 155",Consultatio Tower (155 metres)\
Culture,0.8601,Political,0.8081,Environmental,0.5939,"Rütel, 174, 162",Ilves won with 174 votes compared to Rütel’s 162.
Art,0.0663,Society,0.0476,Warfare and Conflict,0.0089,NOAA,then WX2 162.4 and WX3 162.475 were used by NOAA Weather Radio.
Culture,0.7509,Warfare and Conflict,0.546,Sports,0.3564,"85%, 103, Celtic, Rangers",103 (85%) have been won by Old Firm with Rangers ahead on 54 titles to Celtic's 49.
Culture,0.8906,Sports,0.805,Art,0.5232,"Spooner 82, England, 238, Faulkner 4/50",and England added 238 (Spooner 82; Faulkner 4/50).
Culture,0.526,Business and Economic,0.5205,Art,0.3723,"650, 13\",650 for an individual or $13\
Media and Entertainment,0.8552,Political,0.0248,Art,0.011,"The Blind Side, second, 2010",and a second for The Blind Side in 2010.
Religion and Philosophy,0.5138,Culture,0.3764,Warfare and Conflict,0.0798,"1881 AD, Mahima Dharma",and the last took place in 1881 AD by the followers of Mahima Dharma.
Culture,0.8875,Art,0.4914,Society,0.3593,"Finland, June 9, the Royal Stockholm Philharmonic Orchestra, the Stockholm Concert Hall, the Tampere Philharmonic Orchestra",Finland by the Tampere Philharmonic Orchestra and on June 9 by the Royal Stockholm Philharmonic Orchestra at the Stockholm Concert Hall in Stockholm\
Warfare and Conflict,0.6879,Art,0.4625,Culture,0.424,"29th, U-596, Flotilla",U-565 and U-596 were assigned to 29th U-boat Flotilla.
Sports,0.7069,Society,0.3755,Culture,0.2743,,posting 32 sacks and 4 interceptions.
Sports,0.4844,Culture,0.2738,Society,0.063,"13.9 seconds, the Dodge Neon SRT-4",and to the Dodge Neon SRT-4 as 13.9 seconds.
Warfare and Conflict,0.9506,Political,0.8154,Society,0.0021,"Hamas, 1994",was a Hamas suicide attack in 1994.
Culture,0.5923,Art,0.197,Warfare and Conflict,0.1087,"2000, 2010, 0.16%, 0.05%, 350.00%, Native Hawaiian",The race group Native Hawaiian and Other Pacific native alone increased from 0.05% of the population in 2000 to 0.16% of the population in 2010 for a 350.00% increase\
Culture,0.8952,Science and Technology,0.7891,Business and Economic,0.6939,"2012, Japan",2012 in Japan.
Warfare and Conflict,0.3348,Culture,0.2725,Society,0.047,"only two, The Canadian Warplane Heritage Museum, the RAF Coningsby",The Canadian Warplane Heritage Museum and the RAF Coningsby have the only two airworthy Lancasters in the world.
Art,0.5781,Warfare and Conflict,0.3604,Culture,0.1749,"2nd, Maryland, the German Battalion",the German Battalion assigned to the 2nd Maryland Brigade\
Culture,0.6489,Healthcare and Medicine,0.4657,Society,0.4402,"Gift Aid, 125, 100",Gift Aid amounts to a £25 refund in addition to the £100 donation for a total donation of £125 to the charity.
Culture,0.8424,Political,0.827,Business and Economic,0.457,,Harare\
Media and Entertainment,0.9713,Culture,0.4694,Society,0.0495,"Aatma, The Other Woman, Vikram Singh, 2006\",Vikram Singh starred in the Hindi language films Souten (The Other Woman) and Aatma in 2006\
Culture,0.295,Science and Technology,0.2413,Political,0.2244,the Third Division South\,while in the Third Division South\
Media and Entertainment,0.7858,Art,0.4192,Culture,0.0401,"Red Hot + Indigo, Larrieux, Clark Terry",Larrieux covered Sophisticated Lady with artist Clark Terry for the album Red Hot + Indigo.
Media and Entertainment,0.997,Culture,0.7071,Warfare and Conflict,0.0961,2018,Azher in ARY Digital`s Khasara (2018) and Akmal from ARY Digital`s Dil Mom Ka Diya (2018).
Culture,0.0895,Business and Economic,0.0528,Society,0.0205,"the Diesel Traction Group, two",the Diesel Traction Group (NZ) had two Dᴱ class locomotives\
Media and Entertainment,0.9306,Culture,0.1015,Political,0.0141,"PopJazz, 2008, Koch, 2005, La Dolce Vita",PopJazz in 2005 (by PopJazz) and La Dolce Vita in 2008 (by Koch).
Sports,0.9022,Art,0.0139,Culture,0.0028,"Americans, three, George Mattos\",there were only four athletes left; the three Americans George Mattos\
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Media and Entertainment,0.9877,Culture,0.8634,Society,0.372,"Corus Entertainment's, Ontario and",Ontario and Corus Entertainment's CJOT-FM 99.7 is located in Ottawa\
Media and Entertainment,0.9818,Political,0.0465,Culture,0.0191,"2014, 2009, Borderline, Aslan",as Aslan in Borderline by Olivier MARCHAL (2014) and as Milo in TV Show BRAQUO by O. MARCHAL (2009).
Media and Entertainment,0.0456,Culture,0.0098,Society,0.0069,Femmes Write Porn,and of With a Rough Tongue: Femmes Write Porn.
Culture,0.6206,Business and Economic,0.5082,Science and Technology,0.4568,4401\,4401\
Media and Entertainment,0.3867,Culture,0.0681,Political,0.039,"1998, two, Six, Boomerang",Six Flags Discovery Kingdom has two roller coasters that were opened in 1998: Kong and Boomerang: Coast to Coaster.
Sports,0.967,Education,0.3761,Science and Technology,0.2496,"the Sunshine State Conference, the University of Tampa",while the University of Tampa competed in the Sunshine State Conference.
Culture,0.5926,Society,0.5073,Education,0.3669,"2010, January 24\",2010 and again on January 24\
Culture,0.7909,Political,0.4177,Business and Economic,0.2605,"1989, Akriti, 1985",The City in 1985 and Akriti in 1989.
Business and Economic,0.4252,Culture,0.3844,Media and Entertainment,0.316,"Las, the Hard Rock Hotel and, Casino, 2008",2008 at the Hard Rock Hotel and Casino in Las Vegas\
Culture,0.8535,Healthcare and Medicine,0.6325,Society,0.6258,"2010, second, 2013",both finished in second place in 2010 and 2013 respectively.
Sports,0.9232,Culture,0.8644,Science and Technology,0.8335,"China, 194.010\",China won the silver in the event with 194.010\
Science and Technology,0.5769,Culture,0.5647,Business and Economic,0.5272,third,In the third round\
Culture,0.3719,Political,0.3273,Religion and Philosophy,0.069,"Hieu, Hartlepool Abbey",Hartlepool Abbey was presided over by Hieu.
Warfare and Conflict,0.8185,Sports,0.7345,Culture,0.714,India,and India was defeated in both of them.
Political,0.8806,Culture,0.7712,Business and Economic,0.4662,,Strašnická-Skalka\
Culture,0.5509,Society,0.3531,Art,0.1983,"654, 1991",654 in 1991 and a population of 2\
Art,0.4693,Media and Entertainment,0.4359,Business and Economic,0.358,Lou,Lou Ferrigno\
Business and Economic,0.4521,Science and Technology,0.2504,Culture,0.1519,"1972, 126",and designed the Fiat 126 in 1972.
Society,0.2318,Culture,0.2042,Environmental,0.1541,,Time Out of Mind.
Political,0.9758,Culture,0.3114,Art,0.2866,"the Parliament of the Canary Islands, PSOE, San Sebastián",Carolina Darias San Sebastián of PSOE has been President of the Parliament of the Canary Islands.
Sports,0.236,Culture,0.1889,Society,0.1186,3.0,The Range Rover has 2 V6 engines that are both a 3.0 L Supercharged model\
Sports,0.583,Culture,0.4494,Business and Economic,0.3983,"17.06, de Oliveira, 16.85, Saneyev",Saneyev jumped 17.06 and de Oliveira went 16.85.
Sports,0.9884,Culture,0.0738,Political,0.0645,"Washington, Super Bowl VII",including Super Bowl VII against the Washington Redskins\
Media and Entertainment,0.8819,Culture,0.2663,Political,0.0161,D'Avena,D'Avena published Duets - Tutti cantano Cristina\
Culture,0.1006,Religion and Philosophy,0.0375,Warfare and Conflict,0.0329,"867, Charlemagne, 769",The Old Gods and Charlemagne have the start dates of 867 and 769 respectively.
Culture,0.692,Society,0.6072,Media and Entertainment,0.5776,,900 rpm.
Science and Technology,0.5781,Art,0.4525,Warfare and Conflict,0.3731,"36 300mm AR2, first, second, 122",the first with 36 122mm BM-21 and the second with 36 300mm AR2.
Sports,0.9362,Culture,0.0993,Warfare and Conflict,0.0558,"201, Kurys, 117",Kurys was leading with 201 stolen bases and 117 runs.
Sports,0.9352,Media and Entertainment,0.5331,Culture,0.5043,Rufus King,beating Rufus King with the score of 11 & 10 in the finals\
Media and Entertainment,0.9633,Culture,0.0159,Political,0.0073,"YouTube, second, Justin",Baby (Justin Bieber song) is the second-most disliked YouTube video.
Culture,0.7448,Political,0.5704,Society,0.5265,717,717 voters said yes.
Sports,0.7685,Culture,0.3987,Business and Economic,0.3153,"212.229 mph, Bill Elliott",Bill Elliott won the pole position with a speed of 212.229 mph.
Culture,0.5734,Political,0.3294,Society,0.319,Nine,Nine Persons\
Healthcare and Medicine,0.8367,Culture,0.7596,Business and Economic,0.7588,,respectively.
Sports,0.9674,Culture,0.7655,Society,0.5535,"138, East",The East won the game 138-133.
Sports,0.9686,Culture,0.184,Society,0.1252,"201, 1980, NCAA Rifle Championship",201 won the 1980 NCAA Rifle Championship.
Culture,0.522,Sports,0.3943,Media and Entertainment,0.24,"John Waugh, the Jaguar XK120, Ian Stewart",Ian Stewart and John Waugh both used the Jaguar XK120.
Sports,0.9942,Media and Entertainment,0.966,Culture,0.7018,"Texas, the Kansas City Roller",the Kansas City Roller Warriors beat the Texas Rollergirls at Amber Waves of Pain in Lincoln\
Sports,0.5535,Culture,0.2836,Business and Economic,0.1665,"Laval, Ligue 2, 2012-13 season",then he joined Ligue 2 side Laval in the 2012-13 season.
Culture,0.2429,Business and Economic,0.1192,Warfare and Conflict,0.1023,the Benjamin Franklin Bridge,it held the record for the longest suspension bridge until it was surpassed by the Benjamin Franklin Bridge.
Media and Entertainment,0.88,Culture,0.0289,Political,0.0143,"Le Devin, French, nineteenth",Asterix and the Soothsayer (French: Le Devin) is the nineteenth volume of Asterix\
Warfare and Conflict,0.7534,Sports,0.4058,Political,0.3589,Asō\,defeating Asō\
Art,0.6393,Sports,0.6281,Media and Entertainment,0.3181,Tommy Kramer,Tommy Kramer made 3\
Media and Entertainment,0.9558,Art,0.8452,Culture,0.8032,D. Shankar Singh,directed and produced by D. Shankar Singh.
Culture,0.8367,Science and Technology,0.6331,Political,0.5954,"2010, Kenya",Kenya in 2010.
Political,0.7776,Culture,0.6519,Society,0.4888,"033, 89\",033 to a no vote of 89\
Sports,0.9561,Culture,0.7078,Society,0.4366,"NatWest Series, England, 3–1, New Zealand, five",England lost the five-match NatWest Series against New Zealand by 3–1.
Culture,0.8737,Sports,0.7524,Education,0.6223,Arizona,finishing 58 points (535−477) ahead of Arizona.
Media and Entertainment,0.0284,Warfare and Conflict,0.0093,Society,0.0092,"Radio & Audio\, Bronze Lion",receiving a Bronze Lion award for Radio & Audio\
Culture,0.0312,Society,0.0097,Political,0.0039,,Who Knows How To Make Love Stay\
Society,0.6709,Culture,0.4539,Media and Entertainment,0.3682,,which was nominated for Best R&B Album.
Sports,0.3091,Culture,0.3078,Warfare and Conflict,0.3069,"249, Fleming",failing to 249 all out with 67 from Fleming.
Culture,0.5266,Education,0.3321,Science and Technology,0.2879,,For females\
Media and Entertainment,0.862,Culture,0.219,Sports,0.0299,Maharana,in which he played Maharana Pratap\
Sports,0.9165,Political,0.6616,Culture,0.6475,"the North Iowa Cedar League, Sumner-Fredericksburg",Sumner-Fredericksburg left for the North Iowa Cedar League.
Media and Entertainment,0.9809,Food and Beverage,0.8949,Culture,0.2289,"2012, Bhai, 2013",Mirchi and Bhai which were released in 2012 and 2013.
Culture,0.7321,Society,0.6585,Science and Technology,0.5742,2013,2013.
Sports,0.9856,Culture,0.7677,Media and Entertainment,0.6387,"June 5\, Michelle, Seattle Sounders FC, Golden Scarf",Michelle was awarded a Golden Scarf by Seattle Sounders FC on June 5\
Sports,0.9934,Culture,0.0852,Art,0.0295,"Michigan, 266",Michigan Wolverines football team scored 266 to 14.
Culture,0.5766,Healthcare and Medicine,0.4738,Society,0.41,5169 days,which takes 5169 days and the shortest period is Gliese 876 d\
Culture,0.8362,Media and Entertainment,0.5821,Science and Technology,0.5294,Günther Jauch,which was hosted by Günther Jauch.
Sports,0.9403,Media and Entertainment,0.1987,Culture,0.1334,"Sidney Crosby\, Corey Perry",Corey Perry and Sidney Crosby\
